GENDER,Car_Owner,Propert_Owner,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Employed_days,Family_Members,target
F,Y,Y,-0.2956521739130435,Commercial associate,Higher education,Married,House / apartment,-0.4364225978329352,0.0,Approved
F,Y,Y,0.7913043478260869,Working,Higher education,Single / not married,House / apartment,-0.4323703691684055,1.0,Approved
F,N,Y,-0.8608695652173913,Working,Secondary / secondary special,Married,House / apartment,-0.43406546661694306,0.0,Approved
F,Y,Y,-0.7739130434782608,Pensioner,Secondary / secondary special,Widow,House / apartment,2.227877736065395,-1.0,Approved
M,N,Y,0.3565217391304348,Commercial associate,Secondary / secondary special,Separated,House / apartment,-0.45587620546121566,-1.0,Approved
F,Y,Y,-0.0782608695652174,Working,Secondary / secondary special,Married,House / apartment,-0.43847417500240976,0.0,Approved
F,N,Y,0.5739130434782609,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-0.4827431362657182,0.0,Approved
F,Y,Y,0.5739130434782609,Pensioner,Secondary / secondary special,Single / not married,House / apartment,2.227877736065395,-1.0,Approved
F,Y,Y,1.1391304347826088,Commercial associate,Higher education,Civil marriage,House / apartment,-0.4570183955874834,0.0,Approved
F,N,Y,-0.7304347826086957,Pensioner,Secondary / secondary special,Widow,House / apartment,2.227877736065395,-1.0,Approved
M,Y,Y,0.20070051866752187,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.43795764316186825,1.0,Approved
M,Y,Y,0.8347826086956521,Working,Secondary / secondary special,Married,House / apartment,-0.45291524124853416,0.0,Approved
M,Y,N,-0.2956521739130435,Working,Secondary / secondary special,Married,House / apartment,-0.4412969123845238,0.0,Approved
F,N,Y,1.4434782608695653,Working,Secondary / secondary special,Single / not married,House / apartment,-0.4851439180597842,-1.0,Approved
F,N,N,2.747826086956522,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.43914348386621,2.0,Approved
F,N,Y,0.1391304347826087,State servant,Secondary / secondary special,Married,House / apartment,-0.4563272614346462,0.0,Approved
F,N,Y,1.008695652173913,Working,Secondary / secondary special,Married,House / apartment,-0.43739746074325286,1.0,Approved
M,Y,Y,3.1826086956521737,Working,Secondary / secondary special,Married,House / apartment,-0.4329960274541318,1.0,Approved
M,Y,N,0.1391304347826087,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.44910309076341115,0.0,Approved
F,Y,Y,1.3565217391304347,Working,Secondary / secondary special,Married,House / apartment,-0.43651717408542867,0.0,Approved
F,N,Y,-0.0782608695652174,Working,Higher education,Married,House / apartment,-0.44595297404574274,2.0,Approved
F,N,Y,0.1391304347826087,Working,Higher education,Separated,House / apartment,-0.5211192694890463,-1.0,Approved
F,N,N,-1.2521739130434784,Working,Secondary / secondary special,Married,With parents,-0.4356223372349131,0.0,Approved
F,N,N,-0.5130434782608696,Working,Secondary / secondary special,Married,House / apartment,-0.4451163379659925,2.0,Approved
F,N,N,1.2260869565217392,Working,Secondary / secondary special,Single / not married,Municipal apartment,-0.46812019261095233,0.0,Approved
F,Y,Y,0.1391304347826087,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.45501774409242846,0.0,Approved
F,Y,Y,0.3565217391304348,Working,Higher education,Married,House / apartment,-0.4613616281058392,1.0,Approved
M,Y,Y,1.2260869565217392,Working,Higher education,Married,House / apartment,-0.43229761820494894,0.0,Approved
M,N,Y,1.4434782608695653,Working,Incomplete higher,Married,House / apartment,-0.4325958971551208,0.0,Approved
M,Y,N,-0.2956521739130435,Working,Incomplete higher,Married,With parents,-0.4362843710023677,0.0,Approved
F,Y,Y,1.6608695652173913,Pensioner,Secondary / secondary special,Married,House / apartment,2.227877736065395,0.0,Approved
F,N,N,-0.0782608695652174,Working,Secondary / secondary special,Single / not married,House / apartment,-0.4635732573949182,-1.0,Approved
F,Y,Y,1.8782608695652174,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.4435958428297506,1.0,Approved
M,Y,Y,-0.2956521739130435,Working,Secondary / secondary special,Married,House / apartment,-0.447800848517539,1.0,Approved
F,Y,Y,1.008695652173913,Working,Higher education,Married,House / apartment,-0.4394344877200361,1.0,Approved
F,Y,Y,-0.0782608695652174,Commercial associate,Higher education,Married,House / apartment,-0.4326468228295404,1.0,Approved
F,N,Y,-0.0782608695652174,Working,Secondary / secondary special,Married,House / apartment,-0.4455528437467317,0.0,Approved
M,Y,N,-0.25217391304347825,Working,Higher education,Married,House / apartment,-0.441165960650302,2.0,Approved
F,N,N,-0.2956521739130435,Working,Secondary / secondary special,Married,House / apartment,-0.44107865949415415,0.0,Approved
F,Y,Y,-0.30869565217391304,Working,Higher education,Separated,House / apartment,-0.4728126297538996,0.0,Approved
F,N,N,2.5304347826086957,Working,Secondary / secondary special,Married,House / apartment,-0.45223865728838836,0.0,Approved
M,Y,Y,-0.8173913043478261,Commercial associate,Higher education,Married,House / apartment,-0.44881208690958496,0.0,Approved
F,N,N,0.5739130434782609,Working,Secondary / secondary special,Married,House / apartment,-0.45434843522862817,1.0,Approved
F,N,N,-0.3826086956521739,Working,Secondary / secondary special,Married,House / apartment,-0.44625125299591456,0.0,Approved
M,N,Y,-0.2956521739130435,Working,Incomplete higher,Married,House / apartment,-0.4323048933012947,0.0,Approved
F,N,Y,-0.6869565217391305,Pensioner,Secondary / secondary special,Single / not married,House / apartment,2.227877736065395,-1.0,Approved
M,Y,Y,0.1391304347826087,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-0.47764329372741426,1.0,Approved
F,N,Y,-0.0782608695652174,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.43297420216509486,2.0,Approved
F,N,N,0.8347826086956521,Working,Higher education,Civil marriage,With parents,-0.4307625728760159,0.0,Approved
F,N,N,0.3565217391304348,Pensioner,Secondary / secondary special,Married,House / apartment,2.227877736065395,0.0,Approved
M,Y,Y,-0.46956521739130436,Commercial associate,Higher education,Married,House / apartment,-0.45311166884986687,0.0,Approved
M,Y,Y,0.7913043478260869,Pensioner,Higher education,Married,House / apartment,2.227877736065395,0.0,Approved
F,N,N,0.1391304347826087,Working,Secondary / secondary special,Married,With parents,-0.43993646936788633,1.0,Approved
M,Y,Y,0.1391304347826087,Working,Higher education,Married,House / apartment,-0.44828100487635225,0.0,Approved
M,Y,N,0.1391304347826087,State servant,Secondary / secondary special,Married,House / apartment,-0.4330906037066254,0.0,Approved
M,Y,N,-0.0782608695652174,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.43891068078314904,0.0,Approved
M,Y,N,-0.2956521739130435,State servant,Higher education,Married,House / apartment,-0.4472479411952692,1.0,Approved
F,N,Y,0.2320826309823562,Working,Secondary / secondary special,Married,House / apartment,-0.434509247494028,2.0,Approved
F,Y,Y,0.3565217391304348,Working,Incomplete higher,Married,House / apartment,-0.43003506324145035,2.0,Approved
F,Y,Y,-0.7304347826086957,Working,Incomplete higher,Married,House / apartment,-0.44117323574664763,0.0,Approved
F,N,N,0.7913043478260869,Working,Higher education,Married,House / apartment,-0.4337671876667712,2.0,Approved
F,N,Y,-0.6434782608695652,Working,Secondary / secondary special,Single / not married,House / apartment,-0.44315206195266565,-1.0,Approved
F,N,N,0.7913043478260869,State servant,Secondary / secondary special,Widow,House / apartment,-0.4318538373278641,-1.0,Approved
F,N,N,0.3565217391304348,Working,Secondary / secondary special,Single / not married,House / apartment,-0.4824812327972746,-1.0,Approved
M,Y,Y,-0.7304347826086957,Pensioner,Secondary / secondary special,Married,House / apartment,2.227877736065395,0.0,Approved
M,Y,N,-0.4260869565217391,Working,Secondary / secondary special,Married,House / apartment,-0.4821174779799919,1.0,Approved
M,Y,Y,-0.0782608695652174,Commercial associate,Higher education,Married,With parents,-0.43385448882291905,2.0,Approved
M,Y,Y,-0.4260869565217391,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.47915651376731044,0.0,Approved
M,Y,Y,-0.2956521739130435,Working,Secondary / secondary special,Married,House / apartment,-0.4326322726368491,3.0,Approved
F,Y,Y,0.1391304347826087,State servant,Higher education,Married,House / apartment,-0.44114413536126507,1.0,Approved
F,Y,Y,-0.20869565217391303,State servant,Secondary / secondary special,Married,House / apartment,-0.4736347156409586,2.0,Approved
M,Y,Y,-0.3826086956521739,Working,Secondary / secondary special,Married,House / apartment,-0.4346401992282498,0.0,Approved
F,N,Y,0.5739130434782609,Pensioner,Lower secondary,Married,House / apartment,2.227877736065395,0.0,Approved
M,N,Y,-0.0782608695652174,Working,Secondary / secondary special,Married,House / apartment,-0.4340800168096343,1.0,Approved
M,Y,Y,-0.0782608695652174,Working,Secondary / secondary special,Married,House / apartment,-0.44894303864380675,0.0,Approved
M,N,N,1.008695652173913,Working,Secondary / secondary special,Married,House / apartment,-0.43570236329471534,1.0,Approved
F,N,N,0.9217391304347826,Working,Higher education,Single / not married,With parents,-0.430442468636807,-1.0,Approved
M,N,Y,-0.2956521739130435,Working,Secondary / secondary special,Married,House / apartment,-0.4302824165172026,1.0,Approved
F,Y,Y,0.3565217391304348,Working,Higher education,Widow,House / apartment,-0.4401910977399842,-1.0,Approved
M,Y,Y,-0.0782608695652174,Working,Secondary / secondary special,Married,House / apartment,-0.43851055048413806,0.0,Approved
F,N,Y,-0.6,State servant,Higher education,Single / not married,Municipal apartment,-0.443377589939381,-1.0,Approved
F,N,N,-0.2956521739130435,Working,Secondary / secondary special,Married,House / apartment,-0.4330469531285514,0.0,Approved
F,N,Y,-0.2956521739130435,Pensioner,Secondary / secondary special,Widow,House / apartment,2.227877736065395,-1.0,Approved
M,Y,Y,-0.5130434782608696,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.436742702072144,0.0,Approved
M,N,Y,0.6391304347826087,Working,Secondary / secondary special,Married,House / apartment,-0.444788958630438,0.0,Approved
F,N,Y,0.3565217391304348,Working,Incomplete higher,Single / not married,House / apartment,-0.4334834589092907,-1.0,Approved
F,N,Y,0.7913043478260869,Pensioner,Secondary / secondary special,Widow,House / apartment,2.227877736065395,-1.0,Approved
F,N,N,-0.2956521739130435,Commercial associate,Secondary / secondary special,Separated,House / apartment,-0.4530316427900647,-1.0,Approved
F,N,N,-0.2956521739130435,Commercial associate,Incomplete higher,Married,With parents,-0.4324285699391708,0.0,Approved
F,N,Y,-0.5130434782608696,Commercial associate,Incomplete higher,Married,House / apartment,-0.44535641614539906,3.0,Approved
M,Y,Y,-0.46956521739130436,Working,Lower secondary,Married,With parents,-0.44287560829153083,0.0,Approved
F,N,Y,-0.5130434782608696,Working,Secondary / secondary special,Married,House / apartment,-0.4625329186174896,0.0,Approved
F,N,N,-0.2956521739130435,Commercial associate,Higher education,Married,House / apartment,-0.4315482832813466,0.0,Approved
F,N,Y,-0.6,Working,Higher education,Married,House / apartment,-0.4335052841983277,0.0,Approved
M,Y,Y,1.4434782608695653,Working,Higher education,Married,House / apartment,-0.4795566440663215,0.0,Approved
M,Y,N,0.1391304347826087,Working,Secondary / secondary special,Married,House / apartment,-0.44334848955399836,1.0,Approved
F,N,Y,0.7913043478260869,Pensioner,Secondary / secondary special,Single / not married,House / apartment,2.227877736065395,-1.0,Approved
F,N,Y,-0.2956521739130435,Working,Secondary / secondary special,Married,House / apartment,-0.48774112745518294,1.0,Approved
F,N,N,-0.0782608695652174,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.4457201709626818,1.0,Approved
M,N,Y,1.4434782608695653,Pensioner,Secondary / secondary special,Married,House / apartment,2.227877736065395,0.0,Approved
F,Y,N,0.7913043478260869,Working,Secondary / secondary special,Married,House / apartment,-0.45677104231173116,3.0,Approved
F,Y,Y,-0.0782608695652174,Pensioner,Secondary / secondary special,Widow,House / apartment,2.227877736065395,-1.0,Approved
M,N,Y,0.2320826309823562,Working,Secondary / secondary special,Civil marriage,House / apartment,-0.4303187919989309,1.0,Approved
F,N,Y,0.7913043478260869,Working,Incomplete higher,Married,House / apartment,-0.4626420450626745,0.0,Approved
F,N,Y,0.008695652173913044,Working,Secondary / secondary special,Married,House / apartment,-0.46133980281680226,1.0,Approved
M,Y,N,-0.5130434782608696,Working,Higher education,Married,House / apartment,-0.4345892735538302,2.0,Approved
F,N,Y,-0.7217391304347827,Working,Secondary / secondary special,Married,House / apartment,-0.45698202010575517,1.0,Approved
F,Y,Y,-0.5130434782608696,Working,Higher education,Married,House / apartment,-0.4461494016470754,0.0,Approved
F,N,Y,-1.1565217391304348,Working,Higher education,Married,House / apartment,-0.4398855436934667,1.0,Approved
M,N,N,-0.3826086956521739,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.4687458508966787,1.0,Approved
M,N,Y,-0.6,Working,Secondary / secondary special,Single / not married,House / apartment,-0.4335271094873646,-1.0,Approved
M,Y,N,-0.44782608695652176,Working,Incomplete higher,Married,House / apartment,-0.4357969395472089,0.0,Approved
F,N,Y,0.3565217391304348,Working,Incomplete higher,Married,House / apartment,-0.44283195771345685,2.0,Approved
F,N,Y,-0.0782608695652174,Pensioner,Secondary / secondary special,Single / not married,House / apartment,2.227877736065395,-1.0,Approved
F,N,Y,-0.5130434782608696,Commercial associate,Higher education,Separated,House / apartment,-0.47525706212603963,-1.0,Approved
M,N,Y,1.4434782608695653,Working,Secondary / secondary special,Married,House / apartment,-0.4365753748561939,0.0,Approved
F,Y,Y,1.008695652173913,Working,Higher education,Separated,House / apartment,-0.4303187919989309,0.0,Approved
F,Y,Y,-0.034782608695652174,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,2.227877736065395,0.0,Approved
F,N,Y,1.008695652173913,Working,Higher education,Separated,House / apartment,-0.46397338769392926,0.0,Approved
F,Y,Y,-0.5130434782608696,Commercial associate,Higher education,Married,House / apartment,-0.4457347211553731,1.0,Approved
F,N,Y,-1.0347826086956522,Working,Secondary / secondary special,Married,House / apartment,-0.43907800799909913,0.0,Approved
F,N,N,-0.6869565217391305,Commercial associate,Higher education,Married,With parents,-0.4634204803716595,0.0,Approved
M,N,N,1.008695652173913,Working,Secondary / secondary special,Single / not married,House / apartment,-0.4896108272160162,-1.0,Approved
F,Y,N,1.008695652173913,Pensioner,Secondary / secondary special,Widow,House / apartment,2.227877736065395,-1.0,Approved
F,N,N,-0.6434782608695652,Working,Secondary / secondary special,Married,House / apartment,-0.44422877621182255,0.0,Approved
F,N,N,1.4434782608695653,Working,Secondary / secondary special,Married,House / apartment,-0.465704860624195,2.0,Approved
F,N,Y,-0.0782608695652174,Working,Secondary / secondary special,Single / not married,House / apartment,-0.43601519243757847,-1.0,Approved
M,N,N,0.1391304347826087,Working,Secondary / secondary special,Single / not married,Municipal apartment,-0.4379794684509053,-1.0,Approved
F,Y,Y,0.4434782608695652,Commercial associate,Higher education,Married,House / apartment,-0.4754025640529526,2.0,Approved
F,N,Y,0.3565217391304348,Commercial associate,Higher education,Married,House / apartment,-0.43506942991264336,0.0,Approved
F,N,Y,0.1391304347826087,Pensioner,Secondary / secondary special,Married,House / apartment,2.227877736065395,0.0,Approved
F,N,N,-0.20869565217391303,Working,Secondary / secondary special,Married,With parents,-0.468971378883394,0.0,Approved
F,N,Y,-0.20869565217391303,Pensioner,Secondary / secondary special,Widow,House / apartment,2.227877736065395,-1.0,Approved
F,N,Y,1.008695652173913,State servant,Higher education,Civil marriage,House / apartment,-0.42994048698895687,1.0,Approved
F,N,Y,-0.16521739130434782,Commercial associate,Secondary / secondary special,Widow,House / apartment,-0.46927693292991146,-1.0,Approved
F,Y,Y,-0.0782608695652174,Working,Higher education,Single / not married,House / apartment,-0.4336144106435124,-1.0,Approved
F,N,Y,-0.7304347826086957,State servant,Secondary / secondary special,Married,House / apartment,-0.4563272614346462,0.0,Approved
F,N,Y,-0.16521739130434782,Working,Higher education,Married,House / apartment,-0.464337142511212,0.0,Approved
F,N,Y,-0.6434782608695652,Pensioner,Higher education,Single / not married,Municipal apartment,2.227877736065395,-1.0,Approved
F,N,N,1.4434782608695653,Working,Higher education,Separated,House / apartment,-0.45112556754750316,-1.0,Approved
F,N,Y,-0.034782608695652174,State servant,Secondary / secondary special,Married,House / apartment,-0.4978462362792972,0.0,Approved
F,N,Y,0.3565217391304348,Working,Higher education,Married,House / apartment,-0.44083858131474757,0.0,Approved
F,N,Y,0.5739130434782609,Pensioner,Secondary / secondary special,Married,House / apartment,2.227877736065395,0.0,Approved
F,N,Y,1.2260869565217392,Working,Secondary / secondary special,Separated,House / apartment,-0.4446070812217966,-1.0,Approved
F,N,Y,-0.9478260869565217,Working,Secondary / secondary special,Single / not married,House / apartment,-0.43680817793925486,-1.0,Approved
F,N,Y,-0.0782608695652174,Working,Secondary / secondary special,Civil marriage,House / apartment,-0.4998541628706979,0.0,Approved
M,Y,N,-0.2956521739130435,State servant,Higher education,Married,House / apartment,-0.4432902887832331,0.0,Approved
F,N,Y,-0.9478260869565217,Working,Higher education,Single / not married,House / apartment,-0.43752841247747465,0.0,Approved
M,N,Y,-0.20869565217391303,Working,Secondary / secondary special,Civil marriage,House / apartment,-0.43784851671668346,0.0,Approved
F,Y,Y,-0.7304347826086957,Pensioner,Secondary / secondary special,Married,House / apartment,2.227877736065395,0.0,Approved
F,N,Y,-0.5130434782608696,Working,Secondary / secondary special,Married,House / apartment,-0.4902292104053968,0.0,Approved
M,Y,Y,-0.5130434782608696,State servant,Secondary / secondary special,Married,House / apartment,-0.4452982153746338,0.0,Approved
M,N,N,-0.2956521739130435,Commercial associate,Secondary / secondary special,Married,With parents,-0.4432102627234309,1.0,Approved
M,Y,Y,1.8782608695652174,Working,Secondary / secondary special,Married,House / apartment,-0.43603701772661546,2.0,Approved
M,Y,Y,-0.5130434782608696,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-0.4474807442783302,1.0,Approved
M,Y,N,0.5739130434782609,Working,Higher education,Married,House / apartment,-0.4486083842119067,0.0,Approved
M,N,Y,-0.5130434782608696,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.43784124162033783,2.0,Approved
M,Y,Y,0.3565217391304348,Working,Secondary / secondary special,Married,House / apartment,-0.43097355067003984,0.0,Approved
M,Y,Y,0.3565217391304348,Working,Secondary / secondary special,Married,House / apartment,-0.43629892119505903,0.0,Approved
M,Y,Y,0.5739130434782609,Working,Secondary / secondary special,Married,House / apartment,-0.4458583977932492,1.0,Approved
F,N,Y,-0.5130434782608696,Commercial associate,Higher education,Married,House / apartment,-0.4452836651819425,2.0,Approved
M,Y,Y,0.3565217391304348,Working,Secondary / secondary special,Married,House / apartment,-0.44725521629161485,0.0,Approved
F,N,Y,1.5739130434782609,Working,Secondary / secondary special,Married,House / apartment,-0.5125855814755935,0.0,Approved
F,Y,Y,-0.5130434782608696,Pensioner,Secondary / secondary special,Married,House / apartment,2.227877736065395,0.0,Approved
M,Y,Y,0.3565217391304348,Working,Secondary / secondary special,Married,House / apartment,-0.4360806683046894,0.0,Approved
M,Y,N,-0.2956521739130435,Commercial associate,Higher education,Married,House / apartment,-0.45080546330829435,0.0,Approved
F,N,Y,-0.0782608695652174,Pensioner,Secondary / secondary special,Married,House / apartment,2.227877736065395,0.0,Approved
M,Y,N,1.008695652173913,Working,Secondary / secondary special,Married,House / apartment,-0.43908528309544476,0.0,Approved
M,Y,Y,-0.0782608695652174,Working,Higher education,Married,House / apartment,-0.4338035631484995,0.0,Approved
M,Y,N,0.26956521739130435,Working,Secondary / secondary special,Married,House / apartment,-0.45685106837153333,2.0,Approved
F,Y,Y,-0.6,Working,Secondary / secondary special,Civil marriage,House / apartment,-0.4384159742316445,1.0,Approved
M,Y,N,-0.7304347826086957,State servant,Secondary / secondary special,Married,House / apartment,-0.4528861408631516,0.0,Approved
F,N,N,0.3130434782608696,State servant,Secondary / secondary special,Married,With parents,-0.4307261973942876,0.0,Approved
M,N,N,0.3565217391304348,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-0.43146825722154436,-1.0,Approved
M,Y,Y,0.5739130434782609,Commercial associate,Higher education,Married,House / apartment,-0.4420171469227436,1.0,Approved
M,Y,Y,-0.9043478260869565,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.43020239045740044,1.0,Approved
F,N,N,0.3565217391304348,Working,Secondary / secondary special,Separated,House / apartment,-0.4589972217935015,0.0,Approved
F,N,Y,0.7913043478260869,State servant,Higher education,Married,House / apartment,-0.43971094138117106,0.0,Approved
F,Y,N,-0.0782608695652174,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-0.46807654203287846,0.0,Approved
M,N,Y,0.5739130434782609,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.43851055048413806,0.0,Approved
F,N,Y,-0.5130434782608696,Working,Secondary / secondary special,Separated,With parents,-0.43669905149407,0.0,Approved
F,N,Y,2.747826086956522,Working,Secondary / secondary special,Married,House / apartment,-0.4375065871884377,0.0,Approved
M,N,N,0.1391304347826087,Working,Higher education,Civil marriage,House / apartment,-0.45176577602592083,2.0,Approved
F,N,Y,-0.5565217391304348,Working,Secondary / secondary special,Single / not married,House / apartment,-0.43434192027807794,-1.0,Approved
M,Y,Y,0.3565217391304348,Working,Secondary / secondary special,Separated,House / apartment,-0.4415879162383499,13.0,Approved
M,N,Y,-0.0782608695652174,Working,Secondary / secondary special,Married,House / apartment,-0.45114739283654015,0.0,Approved
M,N,Y,-0.7304347826086957,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.4586843926506383,0.0,Approved
M,Y,Y,0.20070051866752187,Commercial associate,Higher education,Single / not married,House / apartment,-0.4335780351617842,-1.0,Approved
F,Y,N,0.5739130434782609,Working,Higher education,Married,Municipal apartment,-0.4313518556800139,0.0,Approved
F,N,Y,-0.7304347826086957,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.4619727361988742,0.0,Approved
M,Y,Y,-0.9043478260869565,Working,Higher education,Married,House / apartment,-0.43770301478977036,0.0,Approved
F,Y,Y,0.5739130434782609,State servant,Secondary / secondary special,Married,House / apartment,-0.4381758960522379,2.0,Approved
F,N,N,-0.0782608695652174,Pensioner,Higher education,Single / not married,Municipal apartment,2.227877736065395,-1.0,Approved
F,Y,N,1.8782608695652174,Working,Secondary / secondary special,Married,House / apartment,-0.4340800168096343,0.0,Approved
F,N,Y,2.747826086956522,State servant,Higher education,Married,House / apartment,-0.43805221941436184,0.0,Approved
M,Y,N,0.48695652173913045,Working,Secondary / secondary special,Separated,House / apartment,-0.4344801471086454,-1.0,Approved
F,Y,Y,-0.0782608695652174,Working,Secondary / secondary special,Single / not married,House / apartment,-0.4499906525175811,0.0,Approved
F,Y,Y,1.4434782608695653,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,2.227877736065395,0.0,Approved
M,Y,N,1.4434782608695653,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.4586261918798731,0.0,Approved
F,N,N,-0.2956521739130435,Pensioner,Secondary / secondary special,Widow,House / apartment,2.227877736065395,-1.0,Approved
F,N,Y,0.1391304347826087,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.4502380057933333,0.0,Approved
F,N,Y,-0.0782608695652174,Pensioner,Higher education,Married,House / apartment,2.227877736065395,0.0,Approved
M,Y,N,0.6608695652173913,Working,Higher education,Married,House / apartment,-0.47799249835200575,2.0,Approved
F,N,N,-0.6434782608695652,Commercial associate,Incomplete higher,Married,With parents,-0.4493795444245461,1.0,Approved
F,N,N,0.5739130434782609,Commercial associate,Higher education,Married,House / apartment,-0.44772082245773676,1.0,Approved
M,Y,Y,1.2260869565217392,Commercial associate,Secondary / secondary special,Married,With parents,-0.4412750870954868,0.0,Approved
F,Y,N,0.3130434782608696,Working,Secondary / secondary special,Married,House / apartment,-0.513269440532085,0.0,Approved
F,Y,N,-0.7304347826086957,Working,Higher education,Single / not married,With parents,-0.4686439995478395,0.0,Approved
F,Y,Y,0.7913043478260869,Commercial associate,Secondary / secondary special,Separated,House / apartment,-0.43929626088946877,0.0,Approved
F,N,Y,-0.5130434782608696,Working,Secondary / secondary special,Married,House / apartment,-0.4517948764113034,0.0,Approved
M,N,Y,-0.0782608695652174,Working,Secondary / secondary special,Civil marriage,House / apartment,-0.4318538373278641,0.0,Approved
F,Y,Y,-0.5130434782608696,Pensioner,Secondary / secondary special,Married,House / apartment,2.227877736065395,0.0,Approved
F,N,Y,0.1391304347826087,Working,Secondary / secondary special,Married,House / apartment,-0.4466077327168516,2.0,Approved
F,N,N,0.5739130434782609,Working,Secondary / secondary special,Married,Municipal apartment,-0.43861967692932285,0.0,Approved
M,Y,Y,0.5739130434782609,Working,Secondary / secondary special,Married,House / apartment,-0.486075130392028,0.0,Approved
M,Y,N,-0.2956521739130435,Working,Higher education,Married,House / apartment,-0.45114011774019447,2.0,Approved
F,Y,N,-0.5130434782608696,Commercial associate,Higher education,Married,House / apartment,-0.4353022329957043,0.0,Approved
M,Y,Y,-0.5130434782608696,Working,Secondary / secondary special,Married,House / apartment,-0.4447816835340923,1.0,Approved
F,Y,Y,0.1391304347826087,Working,Secondary / secondary special,Single / not married,House / apartment,-0.44426515169355085,-1.0,Approved
M,N,N,-0.5130434782608696,State servant,Incomplete higher,Single / not married,House / apartment,-0.4410204587233889,-1.0,Approved
M,N,Y,-0.46956521739130436,Working,Secondary / secondary special,Married,House / apartment,-0.43404364132790607,1.0,Approved
M,Y,Y,-0.2956521739130435,Commercial associate,Higher education,Single / not married,House / apartment,-0.44775719793946506,-1.0,Approved
M,Y,Y,1.008695652173913,Working,Higher education,Married,House / apartment,-0.43651717408542867,2.0,Approved
M,Y,N,-0.2956521739130435,State servant,Secondary / secondary special,Married,House / apartment,-0.4462585280922602,0.0,Approved
F,N,Y,-0.0782608695652174,Pensioner,Secondary / secondary special,Married,House / apartment,2.227877736065395,0.0,Approved
M,Y,N,0.7478260869565218,Pensioner,Higher education,Married,House / apartment,2.227877736065395,0.0,Approved
F,N,Y,-0.4260869565217391,Working,Secondary / secondary special,Civil marriage,House / apartment,-0.4635659822985726,1.0,Approved
F,N,N,-0.2956521739130435,Working,Secondary / secondary special,Married,House / apartment,-0.437964918258214,1.0,Approved
F,Y,Y,0.5739130434782609,Pensioner,Secondary / secondary special,Married,House / apartment,2.227877736065395,0.0,Approved
F,Y,N,0.5739130434782609,State servant,Secondary / secondary special,Married,House / apartment,-0.43775394046419,1.0,Approved
F,N,Y,-0.5130434782608696,Pensioner,Secondary / secondary special,Married,House / apartment,2.227877736065395,0.0,Approved
F,N,Y,-0.0782608695652174,Working,Secondary / secondary special,Single / not married,House / apartment,-0.43601519243757847,-1.0,Approved
M,N,Y,0.3565217391304348,Commercial associate,Secondary / secondary special,Married,House / apartment,-0.45767315425859234,1.0,Approved
F,N,Y,1.6608695652173913,Pensioner,Lower secondary,Married,House / apartment,2.227877736065395,0.0,Approved
M,Y,N,-0.6,Working,Higher education,Married,House / apartment,-0.4308935246102376,1.0,Approved
F,N,Y,-0.6434782608695652,Working,Incomplete higher,Married,House / apartment,-0.4309226249956203,0.0,Approved
F,N,N,-0.9478260869565217,Working,Secondary / secondary special,Civil marriage,House / apartment,-0.43584786522162844,1.0,Approved
F,N,Y,-0.5130434782608696,Working,Secondary / secondary special,Married,House / apartment,-0.45137292082325536,0.0,Approved
F,Y,Y,1.008695652173913,Working,Higher education,Married,House / apartment,-0.45351907424522353,1.0,Approved
M,Y,N,1.4434782608695653,Working,Secondary / secondary special,Married,House / apartment,-0.43100992615176814,1.0,Approved
M,N,Y,-0.2956521739130435,Working,Secondary / secondary special,Married,House / apartment,-0.4547849410093674,0.0,Approved
F,N,Y,0.1391304347826087,Commercial associate,Higher education,Married,House / apartment,-0.438932506072186,2.0,Approved
F,N,Y,0.5739130434782609,State servant,Higher education,Married,House / apartment,-0.4519403783382165,2.0,Approved
F,N,Y,-0.7739130434782608,Working,Secondary / secondary special,Married,House / apartment,-0.4508272885973313,0.0,Approved
F,N,Y,-0.2956521739130435,State servant,Secondary / secondary special,Married,House / apartment,-0.43100265105542246,0.0,Approved
