GENDER,Car_Owner,Propert_Owner,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Employed_days,Family_Members,target
F,Y,N,247500.0,Working,Incomplete higher,Married,House / apartment,-2213,4,Approved
M,Y,Y,180000.0,Working,Higher education,Married,House / apartment,-356,2,Approved
F,N,N,72000.0,Working,Secondary / secondary special,Married,House / apartment,-1719,2,Approved
F,N,Y,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-3680,2,Approved
F,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-962,2,Approved
F,N,N,270000.0,Working,Higher education,Separated,House / apartment,-3000,1,Approved
M,Y,N,202500.0,State servant,Secondary / secondary special,Married,House / apartment,-4275,2,Approved
F,N,Y,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,N,Y,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,N,Y,270000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,365243,1,Approved
F,Y,N,112500.0,Working,Secondary / secondary special,Married,House / apartment,-110,2,Approved
F,N,Y,189620.55230667387,Working,Secondary / secondary special,Widow,House / apartment,-2078,1,Approved
F,Y,Y,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-8377,2,Approved
M,N,N,202500.0,Commercial associate,Higher education,Married,House / apartment,-110,3,Approved
F,N,Y,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,N,Y,162000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,1,Approved
M,N,Y,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,Y,N,225000.0,Working,Secondary / secondary special,Married,House / apartment,-4392,2,Approved
F,N,Y,72000.0,Commercial associate,Higher education,Married,House / apartment,-126,3,Approved
M,Y,Y,135000.0,Working,Higher education,Separated,With parents,-7640,1,Approved
F,N,Y,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-3153,1,Approved
F,N,Y,167400.0,Working,Secondary / secondary special,Civil marriage,With parents,-139,2,Approved
F,Y,N,180000.0,Working,Higher education,Widow,House / apartment,-4023,2,Approved
F,N,Y,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,1,Approved
F,N,Y,99000.0,Working,Secondary / secondary special,Married,House / apartment,-4888,2,Approved
F,N,Y,225000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,1,Approved
F,N,Y,153000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,1,Approved
M,Y,N,423000.0,Working,Secondary / secondary special,Married,House / apartment,-14887,2,Approved
F,N,Y,90000.0,Working,Secondary / secondary special,Separated,House / apartment,-3319,1,Approved
F,N,Y,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1966,3,Approved
F,Y,Y,247500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
M,Y,N,225000.0,Working,Secondary / secondary special,Married,House / apartment,-200,3,Approved
F,N,Y,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
M,Y,Y,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-6123,4,Approved
F,Y,Y,157500.0,Working,Secondary / secondary special,Married,With parents,-117,3,Approved
M,Y,Y,90000.0,Working,Higher education,Married,Office apartment,-2625,3,Approved
F,N,Y,90000.0,Working,Higher education,Married,House / apartment,-1763,2,Approved
F,N,Y,225000.0,Working,Secondary / secondary special,Married,House / apartment,-3689,3,Approved
F,N,N,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3414,3,Approved
F,N,Y,112500.0,Commercial associate,Higher education,Married,House / apartment,-2910,3,Approved
F,N,Y,315000.0,Commercial associate,Secondary / secondary special,Married,With parents,-3412,2,Approved
M,Y,Y,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1107,1,Approved
F,N,Y,450000.0,Pensioner,Higher education,Married,House / apartment,365243,2,Approved
F,N,Y,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8036,2,Approved
F,N,Y,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-3608,2,Approved
F,Y,Y,180000.0,Working,Incomplete higher,Married,House / apartment,-101,4,Approved
F,Y,Y,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-3231,2,Approved
M,Y,N,243000.0,Working,Higher education,Married,Rented apartment,-203,3,Approved
F,N,Y,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,N,N,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-1682,2,Approved
F,N,N,234000.0,Working,Secondary / secondary special,Married,House / apartment,-1589,3,Approved
M,Y,Y,180000.0,Working,Secondary / secondary special,Married,House / apartment,-3577,2,Approved
F,N,N,121500.0,Working,Secondary / secondary special,Married,House / apartment,-735,3,Approved
M,N,Y,121500.0,State servant,Secondary / secondary special,Separated,Co-op apartment,-8737,1,Approved
M,Y,Y,270000.0,Working,Secondary / secondary special,Married,House / apartment,-1617,2,Approved
F,N,Y,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,1,Approved
F,Y,Y,90000.0,Working,Higher education,Married,House / apartment,-1591,3,Approved
F,Y,Y,135000.0,Commercial associate,Higher education,Married,House / apartment,-979,2,Approved
F,Y,Y,247500.0,Working,Higher education,Single / not married,House / apartment,-422,3,Approved
F,N,Y,76500.0,Working,Secondary / secondary special,Married,House / apartment,-655,2,Approved
F,Y,Y,85500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,1,Approved
M,N,Y,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-3653,1,Approved
F,Y,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,-1261,2,Approved
F,N,Y,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-7346,2,Approved
F,Y,Y,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,1,Approved
F,Y,Y,283500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-3810,2,Approved
F,N,Y,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,1,Approved
M,Y,Y,186372.5036820885,Commercial associate,Secondary / secondary special,Married,House / apartment,-1190,3,Approved
M,Y,Y,252000.0,Working,Secondary / secondary special,Married,House / apartment,-3246,2,Approved
M,Y,N,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1649,2,Approved
F,N,Y,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-7676,1,Approved
F,N,N,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1353,4,Approved
F,N,Y,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-3715,2,Approved
F,N,Y,270000.0,Working,Secondary / secondary special,Married,House / apartment,-1113,3,Approved
M,Y,Y,495000.0,Working,Secondary / secondary special,Married,House / apartment,-508,3,Approved
M,Y,N,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2722,2,Approved
F,Y,Y,306000.0,Working,Secondary / secondary special,Married,House / apartment,-992,2,Approved
F,N,Y,157500.0,Working,Higher education,Married,House / apartment,-2289,4,Approved
F,N,Y,180000.0,Working,Higher education,Separated,House / apartment,-12621,1,Approved
F,N,N,36000.0,Working,Secondary / secondary special,Married,With parents,-869,2,Approved
F,N,N,112500.0,Working,Secondary / secondary special,Married,House / apartment,-2174,4,Approved
F,N,N,292500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-5336,2,Approved
F,Y,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3535,2,Approved
F,Y,Y,202500.0,Working,Higher education,Married,House / apartment,-4407,3,Approved
M,Y,Y,292500.0,Working,Higher education,Married,House / apartment,-412,2,Approved
M,N,Y,315000.0,Working,Incomplete higher,Married,House / apartment,-453,2,Approved
M,Y,N,135000.0,Working,Incomplete higher,Married,With parents,-960,2,Approved
F,Y,Y,337500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,N,N,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-4711,1,Approved
F,Y,Y,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1965,3,Approved
M,Y,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,-2543,3,Approved
F,Y,Y,270000.0,Working,Higher education,Married,House / apartment,-1393,3,Approved
F,Y,Y,157500.0,Commercial associate,Higher education,Married,House / apartment,-460,3,Approved
F,N,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,-2234,2,Approved
M,Y,N,139500.0,Working,Higher education,Married,House / apartment,-1631,4,Approved
F,N,N,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1619,2,Approved
F,Y,Y,133650.0,Working,Higher education,Separated,House / apartment,-5981,2,Approved
F,N,N,427500.0,Working,Secondary / secondary special,Married,House / apartment,-3153,2,Approved
M,Y,Y,81000.0,Commercial associate,Higher education,Married,House / apartment,-2682,2,Approved
F,N,N,225000.0,Working,Secondary / secondary special,Married,House / apartment,-3443,3,Approved
F,N,N,126000.0,Working,Secondary / secondary special,Married,House / apartment,-2330,2,Approved
M,N,Y,135000.0,Working,Incomplete higher,Married,House / apartment,-413,2,Approved
F,N,Y,94500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,1,Approved
M,Y,Y,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-6645,3,Approved
F,N,Y,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-505,4,Approved
F,N,N,252000.0,Working,Higher education,Civil marriage,With parents,-201,2,Approved
F,N,N,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
M,Y,Y,117000.0,Commercial associate,Higher education,Married,House / apartment,-3273,2,Approved
M,Y,Y,247500.0,Pensioner,Higher education,Married,House / apartment,365243,2,Approved
F,N,N,180000.0,Working,Secondary / secondary special,Married,With parents,-1462,3,Approved
M,Y,Y,180000.0,Working,Higher education,Married,House / apartment,-2609,2,Approved
M,Y,N,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-521,2,Approved
M,Y,N,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1321,2,Approved
M,Y,N,135000.0,State servant,Higher education,Married,House / apartment,-2467,3,Approved
F,N,Y,189620.55230667387,Working,Secondary / secondary special,Married,House / apartment,-716,4,Approved
F,Y,Y,202500.0,Working,Incomplete higher,Married,House / apartment,-101,4,Approved
F,Y,Y,90000.0,Working,Incomplete higher,Married,House / apartment,-1632,2,Approved
F,N,N,247500.0,Working,Higher education,Married,House / apartment,-614,4,Approved
F,N,Y,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1904,1,Approved
F,N,N,247500.0,State servant,Secondary / secondary special,Widow,House / apartment,-351,1,Approved
F,N,N,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-7310,1,Approved
M,Y,Y,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
M,Y,N,121500.0,Working,Secondary / secondary special,Married,House / apartment,-7260,3,Approved
M,Y,Y,157500.0,Commercial associate,Higher education,Married,With parents,-626,4,Approved
M,Y,Y,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-6853,2,Approved
M,Y,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,-458,5,Approved
F,Y,Y,180000.0,State servant,Higher education,Married,House / apartment,-1628,3,Approved
F,Y,Y,144000.0,State servant,Secondary / secondary special,Married,House / apartment,-6094,4,Approved
M,Y,Y,126000.0,Working,Secondary / secondary special,Married,House / apartment,-734,2,Approved
F,N,Y,225000.0,Pensioner,Lower secondary,Married,House / apartment,365243,2,Approved
M,N,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,-657,3,Approved
M,Y,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,-2700,2,Approved
M,N,N,270000.0,Working,Secondary / secondary special,Married,House / apartment,-880,3,Approved
F,N,N,261000.0,Working,Higher education,Single / not married,With parents,-157,1,Approved
M,N,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,-135,3,Approved
F,Y,Y,202500.0,Working,Higher education,Widow,House / apartment,-1497,1,Approved
M,Y,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,-1266,2,Approved
F,N,Y,103500.0,State servant,Higher education,Single / not married,Municipal apartment,-1935,1,Approved
F,N,N,135000.0,Working,Secondary / secondary special,Married,House / apartment,-515,2,Approved
F,N,Y,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,1,Approved
M,Y,Y,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1023,2,Approved
M,N,Y,231750.0,Working,Secondary / secondary special,Married,House / apartment,-2129,2,Approved
F,N,Y,202500.0,Working,Incomplete higher,Single / not married,House / apartment,-575,1,Approved
F,N,Y,247500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,1,Approved
F,N,N,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-3262,1,Approved
F,N,N,135000.0,Commercial associate,Incomplete higher,Married,With parents,-430,2,Approved
F,N,Y,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,-2207,5,Approved
M,Y,Y,117000.0,Working,Lower secondary,Married,With parents,-1866,2,Approved
F,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,-4568,2,Approved
F,N,N,135000.0,Commercial associate,Higher education,Married,House / apartment,-309,2,Approved
F,N,Y,103500.0,Working,Higher education,Married,House / apartment,-578,2,Approved
M,Y,Y,315000.0,Working,Higher education,Married,House / apartment,-6908,2,Approved
M,Y,N,180000.0,Working,Secondary / secondary special,Married,House / apartment,-1931,3,Approved
F,N,Y,247500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,1,Approved
F,N,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,-8033,3,Approved
F,N,N,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2257,3,Approved
M,N,Y,315000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,Y,N,247500.0,Working,Secondary / secondary special,Married,House / apartment,-3776,5,Approved
F,Y,Y,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,1,Approved
M,N,Y,189620.55230667387,Working,Secondary / secondary special,Civil marriage,House / apartment,-140,3,Approved
F,N,Y,247500.0,Working,Incomplete higher,Married,House / apartment,-4583,2,Approved
F,N,Y,166500.0,Working,Secondary / secondary special,Married,House / apartment,-4404,3,Approved
M,Y,N,112500.0,Working,Higher education,Married,House / apartment,-727,4,Approved
F,N,Y,90900.0,Working,Secondary / secondary special,Married,House / apartment,-3805,3,Approved
F,Y,Y,112500.0,Working,Higher education,Married,House / apartment,-2316,2,Approved
F,N,Y,45900.0,Working,Higher education,Married,House / apartment,-1455,3,Approved
M,N,N,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-5422,3,Approved
M,N,Y,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-581,1,Approved
M,Y,N,119250.0,Working,Incomplete higher,Married,House / apartment,-893,2,Approved
F,N,Y,202500.0,Working,Incomplete higher,Married,House / apartment,-1860,4,Approved
F,N,Y,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,1,Approved
F,N,Y,112500.0,Commercial associate,Higher education,Separated,House / apartment,-6317,1,Approved
M,N,Y,315000.0,Working,Secondary / secondary special,Married,House / apartment,-1000,2,Approved
F,Y,Y,270000.0,Working,Higher education,Separated,House / apartment,-140,2,Approved
F,Y,Y,162000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243,2,Approved
F,N,Y,270000.0,Working,Higher education,Separated,House / apartment,-4766,2,Approved
F,Y,Y,112500.0,Commercial associate,Higher education,Married,House / apartment,-2259,3,Approved
F,N,Y,58500.0,Working,Secondary / secondary special,Married,House / apartment,-1344,2,Approved
F,N,N,94500.0,Commercial associate,Higher education,Married,With parents,-4690,2,Approved
M,N,N,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8290,1,Approved
F,Y,N,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,1,Approved
F,N,N,99000.0,Working,Secondary / secondary special,Married,House / apartment,-2052,2,Approved
F,N,N,315000.0,Working,Secondary / secondary special,Married,House / apartment,-5004,4,Approved
F,N,Y,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-923,1,Approved
M,N,N,180000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-1193,1,Approved
F,Y,Y,211500.0,Commercial associate,Higher education,Married,House / apartment,-6337,4,Approved
F,N,Y,202500.0,Commercial associate,Higher education,Married,House / apartment,-793,2,Approved
F,N,Y,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,N,N,144000.0,Working,Secondary / secondary special,Married,With parents,-5453,2,Approved
F,N,Y,144000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,1,Approved
F,N,Y,270000.0,State servant,Higher education,Civil marriage,House / apartment,-88,3,Approved
F,N,Y,148500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,-5495,1,Approved
F,Y,Y,157500.0,Working,Higher education,Single / not married,House / apartment,-593,1,Approved
F,N,Y,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-3715,2,Approved
F,N,Y,148500.0,Working,Higher education,Married,House / apartment,-4816,2,Approved
F,N,Y,99000.0,Pensioner,Higher education,Single / not married,Municipal apartment,365243,1,Approved
F,N,N,315000.0,Working,Higher education,Separated,House / apartment,-3000,1,Approved
F,N,Y,162000.0,State servant,Secondary / secondary special,Married,House / apartment,-9422,2,Approved
F,N,Y,202500.0,Working,Higher education,Married,House / apartment,-1586,2,Approved
F,N,Y,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,N,Y,292500.0,Working,Secondary / secondary special,Separated,House / apartment,-2104,1,Approved
F,N,Y,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1032,1,Approved
F,N,Y,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9698,2,Approved
M,Y,N,135000.0,State servant,Higher education,Married,House / apartment,-1923,2,Approved
F,N,Y,67500.0,Working,Higher education,Single / not married,House / apartment,-1131,2,Approved
M,N,Y,144000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-1175,2,Approved
F,Y,Y,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,-8375,2,Approved
M,Y,Y,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-2199,2,Approved
M,N,N,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,-1912,3,Approved
M,Y,Y,360000.0,Working,Secondary / secondary special,Married,House / apartment,-926,4,Approved
M,Y,Y,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-2499,3,Approved
M,Y,N,225000.0,Working,Higher education,Married,House / apartment,-2654,2,Approved
M,N,Y,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1174,4,Approved
M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,-230,2,Approved
M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,-962,2,Approved
M,Y,Y,225000.0,Working,Secondary / secondary special,Married,House / apartment,-2276,3,Approved
F,N,Y,112500.0,Commercial associate,Higher education,Married,House / apartment,-2197,4,Approved
M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,-2468,2,Approved
F,N,Y,328500.0,Working,Secondary / secondary special,Married,House / apartment,-11448,2,Approved
F,Y,Y,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
M,Y,Y,202500.0,Working,Secondary / secondary special,Married,House / apartment,-932,2,Approved
M,Y,N,135000.0,Commercial associate,Higher education,Married,House / apartment,-2956,2,Approved
F,N,Y,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
M,Y,N,270000.0,Working,Secondary / secondary special,Married,House / apartment,-1345,2,Approved
M,Y,Y,157500.0,Working,Higher education,Married,House / apartment,-619,2,Approved
M,Y,N,193500.0,Working,Secondary / secondary special,Married,House / apartment,-3787,4,Approved
F,Y,Y,103500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-1253,3,Approved
M,Y,N,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-3242,2,Approved
F,N,N,198000.0,State servant,Secondary / secondary special,Married,With parents,-196,2,Approved
M,N,N,202500.0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-298,1,Approved
M,Y,Y,225000.0,Commercial associate,Higher education,Married,House / apartment,-1748,3,Approved
M,Y,Y,72000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-124,3,Approved
F,N,N,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-4082,2,Approved
F,N,Y,247500.0,State servant,Higher education,Married,House / apartment,-1431,2,Approved
F,Y,N,157500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-5330,2,Approved
M,N,Y,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1266,2,Approved
F,N,Y,112500.0,Working,Secondary / secondary special,Separated,With parents,-1017,2,Approved
F,N,Y,450000.0,Working,Secondary / secondary special,Married,House / apartment,-1128,2,Approved
M,N,N,180000.0,Working,Higher education,Civil marriage,House / apartment,-3088,4,Approved
F,N,Y,108000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-693,1,Approved
M,Y,Y,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-1689,15,Approved
M,N,Y,157500.0,Working,Secondary / secondary special,Married,House / apartment,-3003,2,Approved
M,N,Y,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-4039,2,Approved
M,Y,Y,186372.5036820885,Commercial associate,Higher education,Single / not married,House / apartment,-588,1,Approved
F,Y,N,225000.0,Working,Higher education,Married,Municipal apartment,-282,2,Approved
F,N,Y,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-4491,2,Approved
M,Y,Y,72000.0,Working,Higher education,Married,House / apartment,-1155,2,Approved
F,Y,Y,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-1220,4,Approved
F,N,N,157500.0,Pensioner,Higher education,Single / not married,Municipal apartment,365243,1,Approved
F,Y,N,360000.0,Working,Secondary / secondary special,Married,House / apartment,-657,2,Approved
F,N,Y,450000.0,State servant,Higher education,Married,House / apartment,-1203,2,Approved
M,Y,N,216000.0,Working,Secondary / secondary special,Separated,House / apartment,-712,1,Approved
F,Y,Y,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-2844,2,Approved
F,Y,Y,315000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,365243,2,Approved
M,Y,N,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-4031,2,Approved
F,N,N,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,1,Approved
F,N,Y,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2878,2,Approved
F,N,Y,157500.0,Pensioner,Higher education,Married,House / apartment,365243,2,Approved
M,Y,N,234000.0,Working,Higher education,Married,House / apartment,-6693,4,Approved
F,N,N,99000.0,Commercial associate,Incomplete higher,Married,With parents,-2760,3,Approved
F,N,N,225000.0,Commercial associate,Higher education,Married,House / apartment,-2532,3,Approved
M,Y,Y,292500.0,Commercial associate,Secondary / secondary special,Married,With parents,-1646,2,Approved
F,Y,N,198000.0,Working,Secondary / secondary special,Married,House / apartment,-11542,2,Approved
F,Y,N,90000.0,Working,Higher education,Single / not married,With parents,-5408,2,Approved
F,Y,Y,247500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-1374,2,Approved
F,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,-3092,2,Approved
M,N,Y,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-351,2,Approved
F,Y,Y,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,N,Y,180000.0,Working,Secondary / secondary special,Married,House / apartment,-2379,4,Approved
F,N,N,225000.0,Working,Secondary / secondary special,Married,Municipal apartment,-1281,2,Approved
M,Y,Y,225000.0,Working,Secondary / secondary special,Married,House / apartment,-7804,2,Approved
M,Y,N,135000.0,Working,Higher education,Married,House / apartment,-3002,4,Approved
F,Y,N,112500.0,Commercial associate,Higher education,Married,House / apartment,-825,2,Approved
M,Y,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,-2128,3,Approved
F,Y,Y,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-2057,1,Approved
M,N,N,112500.0,State servant,Incomplete higher,Single / not married,House / apartment,-1611,1,Approved
M,N,Y,117000.0,Working,Secondary / secondary special,Married,House / apartment,-652,3,Approved
M,Y,Y,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,-2537,1,Approved
M,Y,Y,270000.0,Working,Higher education,Married,House / apartment,-992,4,Approved
M,Y,N,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-2331,2,Approved
F,N,Y,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
M,Y,N,243000.0,Pensioner,Higher education,Married,House / apartment,365243,2,Approved
F,N,Y,121500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-4710,3,Approved
F,N,N,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1191,3,Approved
F,Y,Y,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,Y,N,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-1162,3,Approved
F,N,Y,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,N,Y,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-923,1,Approved
M,N,Y,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3900,3,Approved
F,N,Y,337500.0,Pensioner,Lower secondary,Married,House / apartment,365243,2,Approved
M,Y,N,103500.0,Working,Higher education,Married,House / apartment,-219,3,Approved
F,N,Y,99000.0,Working,Incomplete higher,Married,House / apartment,-223,2,Approved
F,N,N,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-900,3,Approved
F,N,Y,112500.0,Working,Secondary / secondary special,Married,House / apartment,-3034,2,Approved
F,Y,Y,270000.0,Working,Higher education,Married,House / apartment,-3329,3,Approved
M,Y,N,315000.0,Working,Secondary / secondary special,Married,House / apartment,-235,3,Approved
M,N,Y,135000.0,Working,Secondary / secondary special,Married,House / apartment,-3503,2,Approved
F,N,Y,180000.0,Commercial associate,Higher education,Married,House / apartment,-1324,4,Approved
F,N,Y,225000.0,State servant,Higher education,Married,House / apartment,-3112,4,Approved
F,N,Y,85500.0,Working,Secondary / secondary special,Married,House / apartment,-2959,2,Approved
F,N,Y,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-234,2,Approved
F,N,N,119700.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-719,3,Approved
F,N,N,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
F,N,Y,153000.0,Working,Secondary / secondary special,Married,House / apartment,-217,2,Approved
F,N,Y,216000.0,Commercial associate,Incomplete higher,Married,House / apartment,-2616,3,Approved
F,N,N,202500.0,Working,Secondary / secondary special,Married,House / apartment,-2330,2,Approved
F,N,Y,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-4410,2,Approved
F,N,Y,108000.0,Working,Secondary / secondary special,Married,House / apartment,-1587,4,Approved
F,N,Y,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,2,Approved
M,N,N,76500.0,Working,Secondary / secondary special,Single / not married,With parents,-1537,1,Approved
F,Y,Y,69372.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-1430,1,Approved
M,N,Y,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,-1928,1,Approved
